tracking_id,sender,recipient,origin_province,destination_province,distance_km,weight_kg,package_quantity,ship_type,day_of_week,month,delayed,delivery_days
ENV-13986,Matilda Felipe Lopez,Benicio Miranda Nuñez,San Luis,Chubut,635,1.48,13,0,6,5,0,3
ENV-13987,Angel Gabriel Silva Gonzalez,Dr(a). Matias Diaz,Santa Fe,La Rioja,618,48.59,6,0,2,8,1,7
ENV-13988,Bautista Ponce,Agustin Alvarez Martinez,San Luis,Neuquen,277,10.55,20,1,2,6,1,4
ENV-13989,Santino Helena Ramirez Ferreyra,Sara Flores Moreno,Corrientes,Rio Negro,160,33.58,19,1,1,12,1,2
ENV-13990,Sr(a). Lucas Hernandez,Abril Miranda,Santiago del Estero,San Juan,50,5.36,9,0,4,10,0,1
ENV-13991,Catalina Torres Sosa,Ignacio Julieta Molina,Neuquen,San Juan,64,21.84,8,0,5,6,0,1
ENV-13992,Lorenzo Garcia,Dr(a). Thiago Benjamin Fernandez,Chubut,Tierra del Fuego,1652,40.22,6,0,2,11,1,10
ENV-13993,Sofia Olivera Rodriguez,Dr(a). Delfina Benitez,Mendoza,Corrientes,148,3.09,8,1,6,9,1,5
ENV-13994,Benicio Candelaria Acosta Cardozo,Lautaro Nicolas Thiago Rodriguez,La Rioja,Santiago del Estero,151,39.51,9,0,0,7,0,1
ENV-13995,Ignacio Toledo Rodriguez,Bautista Ojeda Ayala,Cordoba,Neuquen,468,45.78,9,0,4,12,1,2
ENV-13996,Sofia Benicio Gomez Cabrera,Dylan Francisco Herrera,San Luis,CABA,858,22.43,4,0,3,11,1,4
ENV-13997,Gonzalo Diaz,Isabella Medina Cruz,San Luis,Rio Negro,378,36.68,12,0,0,5,0,1
ENV-13998,Camila Santiago Gimenez Molina,Sr(a). Valentino Sosa,Buenos Aires,Neuquen,1151,10.63,3,1,4,6,1,11
ENV-13999,Juan Gabriel Ian Benjamin Diaz Alvarez,Malena Dominguez Juarez,Tierra del Fuego,Salta,1515,5.32,4,0,3,5,0,6
ENV-14000,Luciano Francisco Benitez,Bautista Zoe Valentina Ortiz Garcia,La Rioja,Tierra del Fuego,1936,6.51,18,0,0,6,0,6
ENV-14001,Catalina Rodriguez Figueroa,Maximo Federico Rojas,Tucuman,CABA,1238,42.57,9,1,6,12,1,11
ENV-14002,Sr(a). Pilar Franco,Alejo Ledesma,Entre Rios,Santa Cruz,1649,32.68,20,1,3,1,1,9
ENV-14003,Martin Thiago Joaquin Lopez Farias,Vicente Escobar Ortiz,Rio Negro,Chubut,241,5.11,14,1,4,6,1,6
ENV-14004,Luz Milagros Zoe Valentina Martinez Rivero,Mateo Benjamin Pereyra Morales,San Juan,Rio Negro,51,49.2,5,1,4,1,1,2
ENV-14005,Thiago Nicolas Gomez Alvarez,Maria Belen Godoy,Neuquen,San Luis,296,43.24,12,1,3,8,0,2
ENV-14006,Juan Martin Aguero,Thiago Benjamin Alma Silva Figueroa,Salta,Formosa,312,38.51,8,0,0,6,0,1
ENV-14007,Juana Arias Vazquez,Dr(a). Maria Luz Torres,Santiago del Estero,Neuquen,130,47.75,15,0,0,1,1,6
ENV-14008,Kiara Guadalupe Fernandez Martinez,Julieta Torres,Misiones,Chubut,74,34.27,14,1,0,10,1,5
ENV-14009,Emilia Juan Manuel Maidana,Isabella Salvador Ruiz,Chaco,Chubut,448,25.33,9,1,2,1,1,4
ENV-14010,Luciana Toledo,Dr(a). Martina Rios,Chaco,La Rioja,50,19.71,20,1,5,7,1,6
ENV-14011,Felicitas Santino Aguero,Benjamin Agostina Garcia,Catamarca,Rio Negro,196,10.77,14,0,0,7,1,5
ENV-14012,Dr(a). Antonia Fernandez,Sr(a). Catalina Rojas,Jujuy,Santiago del Estero,482,7.85,20,0,5,3,1,4
ENV-14013,Renata Maria Luz Lopez,Ramiro Acosta,La Rioja,Santa Fe,572,21.52,9,1,6,11,0,4
ENV-14014,Victoria Escobar,Emiliano Ramos Gutierrez,Chubut,Tucuman,152,15.44,13,1,6,5,0,1
ENV-14015,Sr(a). Lola Sanchez,Francisco Santino Benjamin Hernandez,Formosa,San Juan,175,49.57,5,1,3,9,1,2
ENV-14016,Santino Luciano Gimenez Valdez,Dr(a). Ciro Rios,Chubut,Buenos Aires,1417,33.66,13,1,2,10,1,8
ENV-14017,Juliana Torres Muñoz,Emma Emilia Perez,Catamarca,Chaco,50,15.53,14,1,6,8,0,1
ENV-14018,Dr(a). Francisco Diaz,Sr(a). Enzo Perez,Tucuman,Buenos Aires,1163,1.01,20,1,5,6,1,8
ENV-14019,Santino Ezequiel Navarro Flores,Abigail Sofia Belen Benitez Flores,Formosa,San Luis,402,23.12,6,0,6,10,0,1
ENV-14020,Sofía Aguirre Medina,Pilar Thiago Ezequiel Sanchez Roldan,Chaco,Tierra del Fuego,2021,16.4,2,0,5,10,1,11
ENV-14021,Agustin Mateo Perez,Sr(a). Bautista Castro,CABA,Neuquen,1180,36.66,16,0,2,3,1,10
ENV-14022,Mateo Diaz,Juan Bautista Guzman Martinez,CABA,La Rioja,1128,25.68,13,1,2,11,1,9
ENV-14023,Antonia Juana Cordoba Medina,Jazmin Sofía Peralta Peralta,Santa Fe,Chaco,563,20.27,10,0,1,7,1,6
ENV-14024,Gino Ezequiel Moreno Toledo,Mia Jazmin Roldan,La Rioja,Mendoza,59,45.91,9,0,1,7,0,1
ENV-14025,Juan Ignacio Antonia Muñoz Vazquez,Pedro Ojeda Ojeda,Tucuman,Buenos Aires,1224,11.52,10,1,0,7,0,7
ENV-14026,Luna Fernandez Sanchez,Francesca Gonzalez Miranda,Neuquen,Santa Fe,614,26.17,19,1,2,4,0,4
ENV-14027,Juan Ignacio Carrizo Peralta,Matias Mateo Joaquin Nuñez Acosta,Santa Fe,Chubut,980,16.83,4,0,6,4,0,3
ENV-14028,Dr(a). Benjamin Ruiz,Santino Lautaro Alvarez,Chaco,Tierra del Fuego,2023,40.2,5,1,2,1,1,11
ENV-14029,Bruno Luz Milagros Lopez,Delfina Nahiara Jazmin Rodriguez,La Rioja,Santiago del Estero,50,20.91,19,1,5,10,1,3
ENV-14030,Sr(a). Camila Acuña,Lorenzo Joaquín Aguirre Ortiz,Tucuman,Santa Cruz,895,18.94,1,0,4,11,0,3
ENV-14031,Juan Martin Valentino Gonzalez,Francisca Paula Garcia Gomez,Buenos Aires,Mendoza,1074,24.64,8,1,2,10,1,11
ENV-14032,Angelina Mateo Sanchez,Delfina Santino Agustin Diaz,Corrientes,Catamarca,107,47.59,14,0,1,5,1,6
ENV-14033,Sr(a). Thiago Benjamin Sanchez,Alma Jeronimo Moreno,Chubut,Catamarca,411,4.75,4,1,0,6,1,7
ENV-14034,Felipe Morales,Dr(a). Agustina Diaz,Formosa,Rio Negro,98,36.55,5,0,0,12,1,5
ENV-14035,Maximiliano Martin,Sebastian Valentina Correa,Entre Rios,San Luis,328,46.38,20,0,0,2,1,5
ENV-14036,Dr(a). Alma Jazmin Quiroga,Agustina Ignacio Aguirre Rojas,Rio Negro,Misiones,50,7.75,9,0,5,2,0,1
ENV-14037,Mateo Ezequiel Luciano Godoy Rojas,Francisco Alma Guzman Correa,La Pampa,Santa Cruz,1540,17.67,3,0,1,5,0,6
ENV-14038,Sr(a). Benjamin Ezequiel Romero,Dr(a). Lola Aguirre,Mendoza,CABA,1067,0.97,16,0,1,2,1,9
ENV-14039,Sr(a). Felipe Suarez,Maria Victoria Gonzalez Correa,Corrientes,Rio Negro,230,11.11,5,1,6,7,0,2
ENV-14040,Dr(a). Mateo Ezequiel Gonzalez,Lautaro Perez Gonzalez,Entre Rios,Neuquen,656,32.85,11,0,6,11,1,7
ENV-14041,Guadalupe Acosta,Jazmin Tiziano Ferreyra,La Rioja,Buenos Aires,1022,44.03,3,1,0,1,1,8
ENV-14042,Mateo Benitez Lopez,Mateo Guillermina Fernandez,Tucuman,Rio Negro,125,22.39,2,0,0,8,1,5
ENV-14043,Gonzalo Pilar Castro,Sr(a). Thiago Valentin Toledo,Cordoba,Entre Rios,239,6.78,1,0,0,10,0,1
ENV-14044,Ciro Medina,Tomàs Franco Escobar,Catamarca,Chubut,342,23.38,9,0,5,3,0,1
ENV-14045,Santino Agustin Rodriguez,Martina Santiago Benjamin Martinez Romero,Tierra del Fuego,Formosa,1830,20.23,9,0,6,7,1,11
ENV-14046,Valentino Thiago Daniel Sanchez Lopez,Santino Victoria Coronel Moreno,San Luis,Salta,634,17.19,18,0,3,4,0,3
ENV-14047,Valentin Peralta Carrizo,Salvador Lucio Maldonado Flores,Santiago del Estero,Neuquen,128,31.19,19,1,3,1,0,1
ENV-14048,Dr(a). Olivia Martin,Catalina Ramirez Valdez,Cordoba,Jujuy,897,13.57,2,0,0,1,1,5
ENV-14049,Luca Juan Ignacio Caceres Ramos,Candela Juliana Ramirez,Buenos Aires,Chubut,1300,17.21,12,0,3,6,0,6
ENV-14050,Dr(a). Santino Diaz,Joaquin Martinez Diaz,Formosa,Formosa,73,16.91,19,0,6,10,0,1
ENV-14051,Mateo Santiago Garcia Gonzalez,Thiago Benjamin Ruiz Nuñez,La Rioja,Entre Rios,729,22.2,14,1,1,3,0,4
ENV-14052,Luciano Perez Pereyra,Agustina Gonzalo Dominguez,Formosa,Chaco,195,13.29,7,1,0,2,0,1
ENV-14053,Dr(a). Bautista Rodriguez,Francisco Santiago Nicolas Diaz,Santiago del Estero,Catamarca,50,36.36,10,0,1,12,0,1
ENV-14054,Dr(a). Santino Silva,Mateo Ezequiel Octavio Rojas,Santa Fe,Catamarca,535,39.36,7,1,1,10,0,4
ENV-14055,Bruno Joaquin Gonzalez Barrios,Dr(a). Ciro Ramos,Salta,Corrientes,530,25.81,11,0,6,5,1,5
ENV-14056,Benicio Nahuel Fernandez Fernandez,Mateo Ezequiel Guillermina Vera Villalba,CABA,Catamarca,1062,22.48,15,1,0,10,1,10
ENV-14057,Thiago Nicolas Julieta Alvarez,Sr(a). Kiara Garcia,Santa Fe,San Luis,324,30.02,8,1,0,4,0,2
ENV-14058,Manuel Diaz,Agustín Thiago Emanuel Dominguez,Buenos Aires,Rio Negro,1166,25.42,18,1,0,3,1,11
ENV-14059,Franco Martinez,Santiago Nicolas Felipe Aguirre Barrios,Chaco,Santa Fe,440,6.15,7,1,4,11,1,4
ENV-14060,Felicitas Salvador Gonzalez,Francisca Thiago Nahuel Sanchez Gomez,San Juan,Buenos Aires,1070,36.85,20,0,0,12,1,9
ENV-14061,Luz Milagros Maria Guadalupe Campos,Lorenzo Agostina Nuñez,Chubut,La Pampa,876,15.6,18,1,3,8,1,9
ENV-14062,Juan Francisco Ciro Rodriguez Castillo,Tomas Santino Gonzalez Lopez,Salta,La Rioja,338,13.02,3,0,0,8,1,6
ENV-14063,Sr(a). Camilo Bustos,Benjamin Romero,San Luis,La Rioja,276,19.63,10,1,3,8,0,2
ENV-14064,Manuel Martinez Gutierrez,Lucía Victoria Figueroa,Chubut,Entre Rios,884,18.87,2,0,0,6,0,3
ENV-14065,Santiago Nicolas Lautaro Ezequiel Lopez Godoy,Tiziano Perez Alvarez,Chaco,CABA,934,37.52,3,0,5,3,1,5
ENV-14066,Candelaria Lorenzo Martinez,Renata Valentina Jazmin Ramirez Rodriguez,La Rioja,San Juan,50,12.14,14,0,5,4,1,5
ENV-14067,Tobias Rivero Martinez,Lucía Catalina Escobar,Misiones,Entre Rios,781,5.04,15,0,5,5,0,3
ENV-14068,Dr(a). Juana Godoy,Victoria Thiago Nicolas Fernandez Castro,Corrientes,Tucuman,298,34.79,3,0,1,6,1,6
ENV-14069,Thiago Daniel Vera,Dr(a). Lucía Franco,Corrientes,CABA,1018,9.38,3,1,1,11,0,7
ENV-14070,Nicolas Francisco Moyano,Santino Agustin Luana Silva,Tucuman,Cordoba,514,12.1,14,1,0,8,0,4
ENV-14071,Gabriel Tiziano Benjamin Diaz,Lorenzo Molina,San Luis,Cordoba,95,46.1,4,0,3,1,0,1
ENV-14072,Sr(a). Felipe Farias,Benicio Emilia Diaz,Tucuman,Tucuman,76,26.34,10,1,5,9,0,1
ENV-14073,Gael Ciro Valdez Gonzalez,Bautista Morales Campos,Rio Negro,Formosa,145,38.12,3,1,2,3,1,3
ENV-14074,Giuliana Benjamin Lopez Gomez,Santino Julieta Carrizo Guzman,CABA,Santiago del Estero,1033,44.73,19,0,6,11,1,7
ENV-14075,Luna Mora Juarez Rodriguez,Luciana Martinez,Entre Rios,La Rioja,702,6.21,17,0,5,2,0,3
ENV-14076,Facundo Leiva,Angelina Godoy Leiva,Formosa,Rio Negro,50,31.9,15,1,2,1,1,6
ENV-14077,Joaquin Francesca Villalba Fernandez,Sr(a). Agustina Gomez,Santa Fe,Catamarca,544,36.93,20,1,1,6,0,4
ENV-14078,Francisco Sofia Ponce Alvarez,Ana Paula Vicente Bravo,La Rioja,Cordoba,353,34.22,6,1,2,3,1,4
ENV-14079,Máximo Vazquez Rodriguez,Sr(a). Delfina Gutierrez,Jujuy,Chubut,114,46.7,5,0,3,10,1,6
ENV-14080,Dr(a). Santiago Navarro,Dr(a). Máximo Aguirre,Misiones,Buenos Aires,1134,48.33,11,0,6,10,1,8
ENV-14081,Morena Francesca Gonzalez Sosa,Olivia Cordoba Quiroga,Santiago del Estero,Buenos Aires,947,27.72,13,0,0,3,0,3
ENV-14082,Tomàs Guillermina Peralta,Benjamin Tiziano Benjamin Mansilla,Jujuy,Catamarca,557,40.83,9,0,6,9,1,8
ENV-14083,Renata Perez Martinez,Morena Moreno,San Juan,Neuquen,55,20.77,20,0,3,7,0,1
ENV-14084,Ignacio Velazquez,Mateo Ezequiel Lopez Cabrera,Neuquen,Cordoba,471,13.91,10,0,6,9,0,1
ENV-14085,Mora Medina Escobar,Dr(a). Salvador Barrios,Corrientes,Mendoza,168,16.04,8,0,3,11,1,4
ENV-14086,Bianca Fernandez,Emilia Nahiara Jazmin Lopez,Jujuy,Chaco,491,34.58,17,1,3,6,0,2
ENV-14087,Sr(a). Joaquin Vega,Benjamin Milagros Fernandez,Buenos Aires,Tierra del Fuego,2870,18.8,7,0,4,5,0,6
ENV-14088,Lorenzo Paez,Lucia Gomez,Entre Rios,Salta,1079,46.28,13,0,5,4,1,11
ENV-14089,Valentina Lautaro Benjamin Valdez Gonzalez,Martina Juan Ignacio Mansilla,Chaco,Formosa,92,43.27,16,1,2,6,0,1
ENV-14090,Uma Bautista Benjamin Nuñez,Kiara Morales Barrios,Neuquen,San Juan,128,13.72,20,1,3,8,0,1
ENV-14091,Bruno Molina Diaz,Salvador Avila,Formosa,Rio Negro,51,34.21,10,0,1,8,0,1
ENV-14092,Juan Pablo Gonzalez,Lola Correa,Formosa,Formosa,171,6.67,20,0,3,3,0,1
ENV-14093,Delfina Francesca Herrera,Juana Angel Gabriel Mendez,Buenos Aires,Salta,1347,43.29,8,1,6,6,0,7
ENV-14094,Sr(a). Oriana Rodriguez,Sr(a). Juan Ignacio Villalba,Jujuy,Misiones,337,34.73,11,1,1,10,0,2
ENV-14095,Benjamin Gomez,Lautaro Zoe Valentina Gonzalez Rios,La Rioja,Santiago del Estero,93,47.95,19,0,3,1,0,1
ENV-14096,Lautaro Lopez,Juan Cruz Quiroga,La Pampa,Chaco,437,41.33,15,0,3,12,0,1
ENV-14097,Alma Aguirre Alvarez,Dr(a). Maria Luz Gonzalez,Chaco,Entre Rios,505,46.71,20,0,3,10,1,4
ENV-14098,Luciano Gonzalez Diaz,Sr(a). Benjamin Sanchez,Santa Fe,Buenos Aires,402,13.74,6,1,2,10,0,2
ENV-14099,Luca Martinez Alvarez,Ivan Sanchez,San Luis,Jujuy,783,40.41,11,0,5,7,0,3
ENV-14100,Sr(a). Facundo Paz,Sr(a). Isabella Navarro,Chaco,Santiago del Estero,109,27.8,5,1,5,4,1,3
ENV-14101,Olivia Bautista Aguirre,Dr(a). Morena Jazmin Ortiz,Corrientes,Catamarca,168,46.78,13,1,5,5,1,5
ENV-14102,Lautaro Silva,Sr(a). Juana Arias,Mendoza,San Luis,301,9.2,5,1,0,7,1,5
ENV-14103,Pedro Francesco Castro,Isabella Catalina Mansilla,Cordoba,Chaco,258,44.41,6,1,1,4,1,3
ENV-14104,Lara Pereyra,Dr(a). Santino Ezequiel Barrios,Corrientes,Santiago del Estero,173,8.97,10,0,2,5,0,1
ENV-14105,Lola León Medina,Juan Ignacio Lara Lopez Dominguez,Santa Fe,Misiones,770,7.85,20,1,4,9,1,8
ENV-14106,Sofia Valentin Rodriguez Herrera,Francesco Mia Morena Lopez Rios,Misiones,Santa Fe,710,36.56,9,1,6,9,0,4
ENV-14107,Agustin Faustino Lopez,Ciro Benjamin Cabrera,Tierra del Fuego,Buenos Aires,2939,26.07,11,1,3,9,1,8
ENV-14108,Bruno Valentin Benitez Ramos,Sr(a). Maria Emilia Martinez,Santiago del Estero,Santa Fe,607,25.31,8,1,0,2,0,4
ENV-14109,Martín Soto Dominguez,Ian Benjamin Pilar Quiroga,Santa Cruz,Santa Fe,1672,46.56,19,1,4,9,1,10
ENV-14110,Santino Benjamin Valentina Jazmin Acosta Coronel,Francesca Gomez,Mendoza,Rio Negro,219,41.14,5,1,5,1,0,2
ENV-14111,Lautaro Nicolas Morales,Mora Fernandez Ortiz,Buenos Aires,Tucuman,1260,49.47,14,0,5,1,1,9
ENV-14112,Abigail Lorenzo Fernandez,León Romero Vera,Buenos Aires,Rio Negro,1163,38.74,14,0,3,10,1,7
ENV-14113,Juan Bautista Gutierrez,Sr(a). Thiago Ezequiel Figueroa,Chaco,Cordoba,359,21.92,6,0,1,3,1,4
ENV-14114,Benicio Cardozo,Santino Lopez Rodriguez,Chubut,San Luis,555,37.72,16,1,4,10,1,8
ENV-14115,Vicente Rios Aguirre,Sr(a). Josefina Maldonado,Misiones,Santa Fe,788,24.76,2,1,2,1,0,4
ENV-14116,Ezequiel Ian Benjamin Villalba,Ezequiel Justina Martinez Perez,Salta,Catamarca,446,12.9,13,0,4,6,0,1
ENV-14117,Sofia Belen Rodriguez,Salvador Gonzalez,Santa Fe,La Pampa,54,41.15,10,1,6,3,0,1
ENV-14118,Valentina Juan Lopez Fernandez,Dylan Benjamin Sosa Silva,Chaco,Formosa,95,38.34,3,1,3,11,0,1
ENV-14119,Milagros Morales,Antonio Acuña Ruiz,CABA,La Pampa,621,3.79,8,1,0,9,1,6
ENV-14120,Felipe Nuñez,Bautista Miranda,Buenos Aires,Catamarca,1057,20.96,4,1,5,6,1,11
ENV-14121,Lautaro Agustín Hernandez Juarez,Dr(a). Emilia Figueroa,Rio Negro,Chubut,217,34.91,14,1,4,7,1,4
ENV-14122,Jazmin Perez,Alma Valentina Paez,La Pampa,CABA,515,49.96,5,0,0,5,1,5
ENV-14123,Gonzalo Francisco Nuñez Farias,Geronimo Pilar Gimenez,La Rioja,Jujuy,506,2.46,3,1,4,7,1,5
ENV-14124,Renata Jazmin Acuña,Lorenzo Franco Fernandez,Santiago del Estero,Jujuy,484,23.59,12,0,4,1,0,1
ENV-14125,Valentino Bianca Figueroa Aguirre,Juana Zoe Valentina Diaz,Santiago del Estero,Neuquen,178,43.78,3,0,6,4,1,6
ENV-14126,Lautaro Guillermina Carrizo,Ambar Rosario Avila,Entre Rios,Formosa,762,14.53,1,0,6,7,0,3
ENV-14127,Joaquin Guadalupe Medina Gutierrez,Dr(a). Lautaro Nicolas Gonzalez,San Juan,Jujuy,505,47.64,1,0,4,6,1,6
ENV-14128,Thiago Daniel Sofía Romero,Sr(a). Valentina Farias,La Rioja,Corrientes,99,8.42,5,1,6,8,0,1
ENV-14129,Dr(a). Juana Arias,Dr(a). Catalina Olivera,Buenos Aires,Tucuman,1169,37.17,10,1,1,11,1,9
ENV-14130,Sr(a). Isabella Morales,Malena Joaquin Alvarez,Formosa,Jujuy,416,19.07,7,0,5,3,0,1
ENV-14131,Malena Luciano Benjamin Lopez,Julieta Constanza Juarez Juarez,Catamarca,Santiago del Estero,74,46.89,19,0,0,5,0,1
ENV-14132,Sr(a). Pedro Luna,Benicio Gomez Lopez,Chubut,Rio Negro,240,45.31,7,1,4,2,1,5
ENV-14133,Pilar Joaquín Toledo,Francisco Catalina Gonzalez Diaz,Entre Rios,Jujuy,1067,5.01,6,1,6,3,1,11
ENV-14134,Sr(a). Felipe Rodriguez,Paulina Gonzalez Leiva,San Luis,Corrientes,193,42.56,14,0,2,11,0,1
ENV-14135,Sr(a). Agustin Romero,Dr(a). Martina Ojeda,La Pampa,Santa Cruz,1532,5.71,1,0,1,10,0,6
ENV-14136,Lautaro Delfina Suarez,Malena Sanchez Gomez,Entre Rios,Santiago del Estero,671,20.57,13,1,6,12,0,4
ENV-14137,Alvaro Pedro Dominguez,Juan Ignacio Vargas,San Juan,Catamarca,83,11.51,6,0,5,5,0,1
ENV-14138,Manuel Lorenzo Gonzalez Benitez,Delfina Gomez,Chubut,Tierra del Fuego,1591,46.81,6,1,5,10,1,12
ENV-14139,Benjamin Mateo Fernandez Mansilla,Sara Zoe Jazmin Morales Correa,Formosa,Mendoza,76,48.82,14,0,3,11,1,3
ENV-14140,Catalina Tiziano Sanchez Navarro,Lautaro Delfina Castro,Misiones,Santa Fe,689,9.43,8,1,1,11,1,8
ENV-14141,Jazmin Angelina Martinez Muñoz,Catalina Jeremias Acuña Perez,San Juan,Misiones,145,42.63,7,1,2,8,0,1
ENV-14142,Alfonsina Escobar Lopez,Dr(a). Gael Herrera,Chubut,San Juan,339,48.06,19,1,5,3,0,2
ENV-14143,Juan Pablo Emilia Acosta,Sofia Mateo Cabrera Vazquez,Chubut,San Juan,339,11.58,13,0,5,8,0,1
ENV-14144,Simon Cabrera Molina,Jazmin Mateo Valentin Rojas Vargas,Santiago del Estero,Entre Rios,523,37.02,7,1,3,9,0,4
ENV-14145,Jazmin Lopez Luna,Thiago Ezequiel Isabella Flores,San Juan,Chubut,258,42.22,6,1,1,5,1,6
ENV-14146,Abril Diaz,Olivia Torres Gonzalez,Jujuy,Jujuy,127,49.47,1,0,0,4,0,1
ENV-14147,Thiago Joaquin Constanza Sosa Diaz,Catalina Sofia Fernandez,Entre Rios,La Pampa,50,49.16,3,0,2,2,1,6
ENV-14148,Dr(a). Bautista Fernandez,Dr(a). Lautaro Ezequiel Roldan,Santiago del Estero,La Rioja,176,38.88,2,0,3,11,1,5
ENV-14149,Maria Paz Emma Sanchez Garcia,Dr(a). Constanza Vera,Neuquen,Misiones,147,40.32,18,1,4,11,1,2
ENV-14150,Sr(a). Catalina Ferreyra,Ciro Vera,Mendoza,San Juan,50,7.36,17,0,4,8,1,4
ENV-14151,Santino Benjamin Arias,Guadalupe Rodriguez Rodriguez,Entre Rios,Buenos Aires,372,47.83,3,1,2,4,0,2
ENV-14152,León Lopez Herrera,Benjamin Rodriguez Vargas,Santiago del Estero,Entre Rios,540,49.85,6,0,3,11,0,3
ENV-14153,Thiago Valentin Gomez,Joaquina Caceres,Corrientes,Santa Fe,551,42.06,12,0,1,1,0,3
ENV-14154,Antonella Rodriguez Maldonado,Nicolas Peralta Ortiz,Salta,Formosa,313,25.22,10,1,0,7,1,5
ENV-14155,Santino Ezequiel Gomez,Benjamin Candelaria Romero,Buenos Aires,Buenos Aires,118,27.79,13,0,3,4,0,1
ENV-14156,Martina Morales Ramirez,Zoe Sofía Romero Lucero,Santiago del Estero,Santiago del Estero,54,0.5,19,0,3,5,1,5
ENV-14157,Fausto Benjamin Ezequiel Gimenez Suarez,Facundo Ojeda Aguirre,Rio Negro,Santa Fe,764,31.97,16,1,6,5,1,7
ENV-14158,Dr(a). Juana Hernandez,Facundo Vazquez Benitez,Corrientes,Catamarca,176,13.71,20,1,3,10,0,1
ENV-14159,Florencia Sofia Carrizo Sanchez,Abril Fernandez,Santa Cruz,Santiago del Estero,1063,29.74,8,1,4,12,1,9
ENV-14160,Simon Ramirez,Thiago Benjamin Lucas Ezequiel Quiroga Coronel,Jujuy,Corrientes,496,26.78,6,0,5,11,1,6
ENV-14161,Martina Facundo Juarez,Lautaro Roldan,Chubut,La Pampa,880,22.11,13,0,0,8,0,3
ENV-14162,Luciano Agostina Villalba,Dr(a). Maximo Campos,Formosa,Formosa,81,28.01,14,0,3,4,1,2
ENV-14163,Juana Ciro Benjamin Fernandez Castillo,Lorenzo Joaquina Diaz Benitez,Misiones,Entre Rios,864,38.43,19,0,0,9,0,3
ENV-14164,Mateo Benjamin Emilia Gonzalez Avila,Luciano Benjamin Vera Moreno,Mendoza,Catamarca,155,15.53,7,0,1,8,0,1
ENV-14165,Emma Milena Cordoba,Maximo Francesca Fernandez,CABA,Rio Negro,1258,9.89,2,1,3,6,0,7
ENV-14166,Bautista Torres Campos,Benjamin Ezequiel Diaz Perez,Corrientes,Entre Rios,564,19.74,16,0,1,5,1,8
ENV-14167,Facundo Helena Martinez Diaz,León Gonzalez,Corrientes,Santa Cruz,1150,47.07,19,0,2,1,0,6
ENV-14168,Mateo Juan Cruz Martinez,Sr(a). Emma Gonzalez,Chaco,Chaco,50,37.34,13,0,4,2,0,1
ENV-14169,Renata Abril Coronel Hernandez,Jeremias Lopez,La Rioja,Corrientes,50,45.5,19,1,2,5,1,5
ENV-14170,León Valentino Rodriguez,Benjamin Herrera,La Pampa,Entre Rios,50,17.14,16,1,3,10,0,1
ENV-14171,Isabella Isabella Medina,Olivia Peralta Rodriguez,CABA,Tucuman,1182,34.57,1,1,1,6,0,7
ENV-14172,Abril Ferreyra Castro,Benjamin Fernandez,Santa Cruz,Buenos Aires,1976,23.86,2,0,5,3,1,10
ENV-14173,Dr(a). Mateo Fernandez,Mateo Ezequiel Juarez Villalba,Mendoza,Jujuy,568,8.14,11,0,0,7,0,3
ENV-14174,Francesca Ezequiel Pereyra Ramirez,Matias Victoria Acosta,Mendoza,Misiones,140,48.31,3,1,6,9,0,1
ENV-14175,Bautista Felipe Campos,Juan Manuel Thiago Lionel Luna,Mendoza,La Rioja,63,28.98,19,0,2,4,1,5
ENV-14176,Benjamin Santiago Benjamin Gimenez Cardozo,Emma Francesca Perez Silva,San Juan,Tucuman,104,3.32,3,1,6,6,0,1
ENV-14177,Lourdes Paloma Garcia,Juan Martin Olivia Perez Vera,Santa Fe,San Luis,355,23.49,14,0,3,8,0,1
ENV-14178,Salvador Castro,Guillermina Martinez,Neuquen,Chubut,249,6.33,7,1,5,5,0,2
ENV-14179,Guadalupe Lucas Peralta Chavez,Mateo Ezequiel Gomez,Corrientes,Rio Negro,225,3.25,16,1,2,7,0,2
ENV-14180,Josefina Camila Aguirre,Tomas Thiago Nicolas Torres,Cordoba,Santa Cruz,1365,10.84,12,0,3,8,0,6
ENV-14181,Thiago Agustin Castillo Suarez,Sol Agustín Torres,La Pampa,Salta,952,23.73,14,1,6,5,0,4
ENV-14182,Lautaro Nahuel Herrera,Juan Francisco Fernandez,Tucuman,Tierra del Fuego,1729,8.66,5,0,3,12,0,6
ENV-14183,Renata Antonia Rios,Dr(a). Kiara Diaz,La Pampa,Santa Fe,114,42.28,15,1,6,12,1,2
ENV-14184,Dr(a). Lucio Torres,Felipe Gonzalez,Chaco,Neuquen,113,31.53,3,0,0,10,0,1
ENV-14185,Bautista Luna Paez,Santiago Diaz Garcia,Santa Cruz,Misiones,802,42.53,3,1,2,12,1,8
ENV-14186,Sr(a). Sebastian Gutierrez,Santiago Ferreyra Gonzalez,Salta,Tucuman,252,31.25,17,0,5,11,0,1
ENV-14187,Agustina Gonzalez,Thiago Agustin Agustín Cruz Rios,Neuquen,La Rioja,134,37.62,3,0,4,3,0,1
ENV-14188,Vicente Rivero,Luz Milagros Julia Perez,Santiago del Estero,Buenos Aires,1005,30.99,16,0,2,4,0,6
ENV-14189,Sr(a). Lara Silva,Santiago Benjamin Diaz Torres,Tucuman,Tucuman,63,18.89,11,0,2,7,0,1
